Date,Holiday,State,Status
2026-01-16,Uzhavar Thirunal,Tamil Nadu,Closed
2026-01-26,Republic Day,Tamil Nadu,Closed
2026-03-20,Telugu New Year's Day,Tamil Nadu,Closed
2026-03-21,Eid al-Fitr,Tamil Nadu,Closed
2026-03-31,Mahavir Jayanti,Tamil Nadu,Closed
2026-04-01,Annual Closing of Bank Accounts,Tamil Nadu,Closed
2026-04-03,Good Friday,Tamil Nadu,Closed
2026-04-14,Tamil New Year / Dr. B.R. Ambedkar Jayanti,Tamil Nadu,Closed
2026-05-01,May Day / Labour day,Tamil Nadu,Closed
2026-05-27,Eid al-Adha,Tamil Nadu,Closed
2026-06-26,Muharram,Tamil Nadu,Closed
2026-08-15,Independence Day,Tamil Nadu,Closed
2026-08-25,Eid-e-Milad,Tamil Nadu,Closed
2026-09-04,Krishna Janmashtami,Tamil Nadu,Closed
2026-09-15,Vinayaka Chaturthi,Tamil Nadu,Closed
2026-10-02,Mahatma Gandhi Jayanti,Tamil Nadu,Closed
2026-10-20,Ayutha Pooja,Tamil Nadu,Closed
2026-10-21,Vijaya Dashami,Tamil Nadu,Closed
2026-11-08,Deepavali / Diwali,Tamil Nadu,Closed
2026-12-25,Christmas,Tamil Nadu,Closed
2026-01-14,Makar Sankranti,Telangana,Closed
2026-01-26,Republic Day,Telangana,Closed
2026-02-15,Maha Shivratri,Telangana,Closed
2026-03-04,Holi,Telangana,Closed
2026-03-20,Ugadi,Telangana,Closed
2026-03-21,Eid-al-Fitr,Telangana,Closed
2026-03-27,Sri Rama Navami,Telangana,Closed
2026-04-03,Good Friday,Telangana,Closed
2026-04-05,Babu Jagjivan Ram's Birthday,Telangana,Closed
2026-05-01,May Day / Labour day,Telangana,Closed
2026-05-27,Eid al-Adha,Telangana,Closed
2026-06-26,Muharam,Telangana,Closed
2026-08-15,Independence Day,Telangana,Closed
2026-08-25,Eid-e-Milad,Telangana,Closed
2026-09-04,Krishna Janmasthami,Telangana,Closed
2026-09-15,Vinayaka Chaturthi,Telangana,Closed
2026-10-02,Mahatma Gandhi Jayanti,Telangana,Closed
2026-10-19,Durga Ashtami,Telangana,Closed
2026-10-21,Vijaya Dashami,Telangana,Closed
2026-11-08,Deepavali / Diwali,Telangana,Closed
2026-11-24,Guru Nanak Jayanti,Telangana,Closed
2026-12-25,Christmas,Telangana,Closed
2026-01-23,Netaji Subhash Chandra Bose Jayanti,Tripura,Closed
2026-01-23,Vasant Panchami,Tripura,Closed
2026-01-26,Republic Day,Tripura,Closed
2026-03-04,Holi,Tripura,Closed
2026-03-21,Eid al-Fitr,Tripura,Closed
2026-04-01,Yearly Closing of Bank Accounts,Tripura,Closed
2026-04-14,Biju Festival,Tripura,Closed
2026-04-15,Bengali New Year's Day,Tripura,Closed
2026-04-21,Garia Puja,Tripura,Closed
2026-05-01,May Day / Labour day,Tripura,Closed
2026-05-27,Eid al-Zuha,Tripura,Closed
2026-06-26,Muharram,Tripura,Closed
2026-07-21,Kharchi Puja,Tripura,Closed
2026-08-07,Ker Puja,Tripura,Closed
2026-08-15,Independence Day,Tripura,Closed
2026-10-02,Mahatma Gandhi Jayanti,Tripura,Closed
2026-10-10,Mahalaya,Tripura,Closed
2026-10-18,Maha Saptami,Tripura,Closed
2026-10-19,Maha Ashtami,Tripura,Closed
2026-10-20,Maha Navami,Tripura,Closed
2026-10-21,Vijaya Dasami,Tripura,Closed
2026-10-25,Lakshmi Puja,Tripura,Closed
2026-11-08,Deepawali,Tripura,Closed
2026-12-25,Christmas,Tripura,Closed
2026-01-03,Hajarat Ali's Birthday,Uttar Pradesh,Closed
2026-01-26,Republic Day,Uttar Pradesh,Closed
2026-02-15,Maha Shivaratri,Uttar Pradesh,Closed
2026-03-03,Holika Dahan,Uttar Pradesh,Closed
2026-03-04,Holi,Uttar Pradesh,Closed
2026-03-21,Eid al-Fitr,Uttar Pradesh,Closed
2026-03-27,Shri Ram Navami,Uttar Pradesh,Closed
2026-03-31,Mahavir Jayanti,Uttar Pradesh,Closed
2026-04-01,Yearly Closing of Bank Accounts,Uttar Pradesh,Closed
2026-04-03,Good Friday,Uttar Pradesh,Closed
2026-05-01,Buddha Purnima,Uttar Pradesh,Closed
2026-05-27,Eid al-Adha,Uttar Pradesh,Closed
2026-06-26,Muharram,Uttar Pradesh,Closed
2026-08-15,Independence Day,Uttar Pradesh,Closed
2026-08-25,Eid-e-Milad,Uttar Pradesh,Closed
2026-08-28,Raksha Bandhan,Uttar Pradesh,Closed
2026-09-04,Krishna Janmashtami,Uttar Pradesh,Closed
2026-10-02,Mahatma Gandhi Jayanti,Uttar Pradesh,Closed
2026-10-20,Maha Navami,Uttar Pradesh,Closed
2026-10-21,Dussehra,Uttar Pradesh,Closed
2026-11-08,Deepawali,Uttar Pradesh,Closed
2026-11-09,Govardhan Puja,Uttar Pradesh,Closed
2026-11-11,Bhai Dooj,Uttar Pradesh,Closed
2026-11-24,Guru Nanak Jayanti,Uttar Pradesh,Closed
2026-12-25,Christmas,Uttar Pradesh,Closed
2026-01-26,Republic Day,Uttarakhand,Closed
2026-02-15,Maha Shivratri,Uttarakhand,Closed
2026-03-04,Holi,Uttarakhand,Closed
2026-03-21,Eid al-Fitr,Uttarakhand,Closed
2026-03-27,Ram Navami,Uttarakhand,Closed
2026-04-01,Annual Closing of Bank Accounts,Uttarakhand,Closed
2026-04-03,Good Friday,Uttarakhand,Closed
2026-04-14,Dr B R Ambedkar Jayanti,Uttarakhand,Closed
2026-05-01,Buddha Pournima,Uttarakhand,Closed
2026-05-27,Eid al-Zuha,Uttarakhand,Closed
2026-08-15,Independence Day,Uttarakhand,Closed
2026-08-25,Eid-e-Milad,Uttarakhand,Closed
2026-09-04,Janmashtami,Uttarakhand,Closed
2026-10-02,Mahatma Gandhi Jayanti,Uttarakhand,Closed
2026-10-21,Vijaya Dashami,Uttarakhand,Closed
2026-11-08,Deepawali,Uttarakhand,Closed
2026-11-24,Guru Nanak's Birthday,Uttarakhand,Closed
2026-12-25,Christmas,Uttarakhand,Closed
2026-01-12,Birthday of Swami Vivekananda,West Bengal,Closed
2026-01-23,Saraswati Puja / Sree Panchami,West Bengal,Closed
2026-01-23,Birthday of Netaji Subhas Chandra Bose Jayanti,West Bengal,Closed
2026-01-26,Republic Day,West Bengal,Closed
2026-03-03,Doljatra,West Bengal,Closed
2026-03-21,Eid al-Fitr,West Bengal,Closed
2026-04-03,Good Friday,West Bengal,Closed
2026-04-14,Dr B R Ambedkar Jayanti,West Bengal,Closed
2026-04-15,Bengali New Year,West Bengal,Closed
2026-05-01,Buddha Purnima,West Bengal,Closed
2026-05-01,May Day / Labour day,West Bengal,Closed
2026-05-09,Rabindranath Tagore Jayanti,West Bengal,Closed
2026-05-27,Eid al-Zuha,West Bengal,Closed
2026-06-26,Muharram,West Bengal,Closed
2026-08-15,Independence Day,West Bengal,Closed
2026-10-02,Mahatma Gandhi Jayanti,West Bengal,Closed
2026-10-10,Mahalaya,West Bengal,Closed
2026-10-18,Durgapuja Saptami,West Bengal,Closed
2026-10-19,Durgapuja Astami,West Bengal,Closed
2026-10-20,Durgapuja Nabami,West Bengal,Closed
2026-10-21,Vijaya Dashami,West Bengal,Closed
2026-10-25,Lakshmi Puja,West Bengal,Closed
2026-11-08,Kalipuja,West Bengal,Closed
2026-11-24,Birth Day of Guru Nanak,West Bengal,Closed
2026-12-25,Christmas,West Bengal,Closed
